Date,Close/Last,Volume,Open,High,Low
01/21/2022,14426.50,1029415,14722.00,14858.50,14408.50
01/20/2022,14841.00,761720,15042.25,15340.25,14646.75
01/19/2022,15033.50,770647,15238.75,15372.00,15011.25
01/18/2022,15206.00,858462,15562.00,15653.25,15170.75
01/14/2022,15595.75,788218,15505.00,15621.00,15312.50
01/13/2022,15490.25,755983,15901.00,15979.75,15458.25
01/12/2022,15887.25,667586,15826.00,16009.25,15762.50
01/11/2022,15831.00,700589,15622.25,15839.50,15475.00
01/10/2022,15608.00,880092,15590.00,15669.00,15152.50
01/07/2022,15581.00,691844,15801.75,15852.75,15510.00
01/06/2022,15759.00,796923,15763.75,15895.75,15598.50
01/05/2022,15766.50,758021,16265.00,16269.00,15752.75
01/04/2022,16275.75,662705,16497.75,16564.00,16139.50
01/03/2022,16485.50,504689,16356.00,16508.00,16292.00
12/31/2021,16320.75,356483,16431.00,16464.00,16313.75
12/30/2021,16430.25,297672,16484.50,16567.50,16411.25
12/29/2021,16490.50,351100,16513.50,16564.25,16387.50
12/28/2021,16488.00,450397,16565.75,16659.50,16452.25
12/27/2021,16560.00,343106,16304.25,16580.75,16304.25
12/23/2021,16299.00,342260,16180.00,16356.00,16145.25
12/22/2021,16169.75,470941,15979.00,16183.00,15881.50
12/21/2021,15980.00,525990,15674.25,15987.25,15605.00
12/20/2021,15621.25,667481,15809.50,15851.75,15492.00
12/17/2021,15788.00,794468,15878.00,15956.50,15651.75
12/16/2021,15866.75,786103,16288.00,16457.00,15793.00
12/15/2021,16288.00,155418,15928.50,16302.50,15744.50
12/14/2021,15924.75,261416,16085.00,16133.75,15738.50
12/13/2021,16082.00,270297,16321.75,16411.25,16064.25
12/10/2021,16329.75,387193,16158.50,16335.75,16133.75
12/09/2021,16148.75,607987,16380.50,16420.00,16120.25
12/08/2021,16392.25,490088,16360.50,16436.75,16251.50
12/07/2021,16318.00,585717,15848.75,16374.50,15824.50
12/06/2021,15842.75,689422,15716.25,15897.25,15559.25
12/03/2021,15717.75,889326,16020.00,16121.75,15538.00
12/02/2021,15988.50,850145,15891.75,16066.25,15762.75
12/01/2021,15869.75,855263,16238.75,16427.50,15825.25
11/30/2021,16150.50,842981,16419.00,16456.25,16068.75
11/29/2021,16390.75,591925,16046.50,16437.75,16038.00
11/26/2021,16051.00,669818,16405.75,16436.00,15988.00
11/24/2021,16366.00,649953,16300.25,16368.50,16102.00
11/23/2021,16312.00,893137,16399.00,16418.75,16118.50
11/22/2021,16382.00,761454,16600.25,16767.50,16364.50
11/19/2021,16575.00,539749,16503.25,16628.50,16490.25
11/18/2021,16481.25,593798,16322.50,16508.00,16303.50
11/17/2021,16311.50,453006,16297.75,16396.50,16270.00
11/16/2021,16300.75,420662,16198.50,16323.75,16142.00
11/15/2021,16187.75,479150,16212.25,16276.50,16082.25
11/12/2021,16192.75,416504,16043.75,16213.25,16001.75
11/11/2021,16022.75,431431,15989.00,16114.00,15976.00
11/10/2021,15980.50,652235,16201.25,16243.00,15896.50
11/09/2021,16212.75,555076,16315.50,16391.75,16160.00
11/08/2021,16327.75,412060,16293.00,16394.00,16256.00
11/05/2021,16351.75,520376,16335.00,16448.50,16292.00
11/04/2021,16330.75,516852,16129.50,16376.00,16129.50
11/03/2021,16129.75,444674,15957.75,16145.75,15935.25
11/02/2021,15961.25,416277,15891.00,15980.25,15849.50
11/01/2021,15894.25,406950,15885.25,15914.75,15768.50
10/29/2021,15838.50,480463,15679.75,15864.75,15595.50
10/28/2021,15764.75,494205,15595.00,15777.00,15591.75
10/27/2021,15587.25,529827,15532.25,15717.50,15507.25
10/26/2021,15545.00,575672,15543.00,15701.00,15503.00
10/25/2021,15495.75,452041,15324.25,15546.00,15295.75
10/22/2021,15341.00,540932,15383.00,15463.50,15273.75
10/21/2021,15478.75,433581,15357.50,15483.75,15301.00
10/20/2021,15377.50,445527,15411.00,15446.50,15319.00
10/19/2021,15398.50,379477,15289.75,15428.25,15269.00
10/18/2021,15290.50,419597,15145.00,15297.25,15038.75
10/15/2021,15134.50,430519,15063.75,15145.00,15020.75
10/14/2021,15037.25,419075,14770.25,15071.50,14767.50
10/13/2021,14764.25,545239,14594.00,14795.75,14591.00
10/12/2021,14653.25,596438,14688.50,14783.25,14585.50
10/11/2021,14700.50,508255,14810.25,14897.25,14677.00
10/08/2021,14808.25,547514,14891.25,14996.00,14790.75
10/07/2021,14881.25,490347,14768.00,15001.25,14767.00
10/06/2021,14759.00,753046,14662.00,14770.00,14422.50
10/05/2021,14655.25,566918,14493.75,14754.75,14410.50
10/04/2021,14462.25,777283,14785.00,14835.00,14367.75
10/01/2021,14761.75,657086,14702.25,14818.00,14537.00
09/30/2021,14682.50,693882,14769.75,14883.50,14670.25
09/29/2021,14739.75,643646,14769.25,14926.00,14711.00
09/28/2021,14764.75,823109,15172.25,15192.25,14740.75
09/27/2021,15194.75,535238,15319.00,15399.25,15084.00
09/24/2021,15318.75,462462,15300.25,15334.25,15176.75
09/23/2021,15303.50,507034,15178.25,15347.00,15175.25
09/22/2021,15163.50,595839,14992.75,15227.00,14930.50
09/21/2021,15024.00,657000,14992.00,15163.25,14963.25
09/20/2021,15009.50,834323,15284.00,15338.25,14807.50
09/17/2021,15326.00,631097,15497.75,15528.25,15276.25
09/16/2021,15509.50,473598,15509.75,15532.50,15358.75
09/15/2021,15496.50,510407,15390.00,15514.50,15307.75
09/14/2021,15387.00,233913,15452.25,15530.75,15351.25
09/13/2021,15436.75,353861,15452.50,15565.00,15350.25
09/10/2021,15441.50,396890,15561.00,15668.00,15433.50
09/09/2021,15558.75,528415,15610.00,15675.75,15545.75
09/08/2021,15620.00,555387,15671.00,15691.00,15523.75
09/07/2021,15674.75,537241,15702.00,15708.75,15606.75
09/03/2021,15651.50,457677,15601.00,15677.50,15552.25
09/02/2021,15601.00,459913,15610.00,15682.00,15551.75
09/01/2021,15609.25,459418,15599.50,15699.00,15578.50
08/31/2021,15582.50,515562,15605.50,15677.25,15517.75
08/30/2021,15597.50,413140,15432.75,15617.75,15420.00
08/27/2021,15426.50,435909,15286.00,15443.75,15265.50
08/26/2021,15274.75,561981,15367.25,15368.25,15255.25
08/25/2021,15364.25,403019,15362.25,15397.00,15333.00
08/24/2021,15355.50,362874,15327.00,15384.00,15309.50
08/23/2021,15304.50,405659,15090.00,15337.50,15086.50
08/20/2021,15086.75,496534,14943.25,15100.00,14851.00
08/19/2021,14928.00,722221,14840.00,14999.00,14710.50
08/18/2021,14849.25,562656,14970.25,15037.25,14806.50
08/17/2021,14997.50,681270,15131.50,15133.75,14897.00
08/16/2021,15134.00,585956,15119.25,15139.00,14917.25
08/13/2021,15125.75,362163,15079.75,15141.75,15055.25
08/12/2021,15078.50,382623,15008.50,15090.50,14941.25
08/11/2021,15019.50,474715,15045.00,15119.00,14963.00
08/10/2021,15044.50,469113,15128.75,15157.25,14994.50
08/09/2021,15125.25,356171,15090.25,15145.50,15003.25
08/06/2021,15095.50,413542,15167.75,15169.75,15047.25
08/05/2021,15167.75,337125,15081.75,15172.50,15069.25
08/04/2021,15073.50,439783,15038.00,15108.00,14997.00
08/03/2021,15046.25,516604,14962.25,15050.00,14849.00
08/02/2021,14952.75,442929,15023.50,15056.25,14932.25
07/30/2021,14955.75,499974,14905.25,14980.00,14811.25
07/29/2021,15037.75,410715,14984.75,15084.00,14905.00
07/28/2021,15011.50,573995,14875.75,15074.50,14866.00
07/27/2021,14947.75,665027,15125.25,15131.50,14774.25
07/26/2021,15117.75,387516,15098.00,15134.00,15038.75
07/23/2021,15098.00,441123,14979.50,15117.25,14934.25
07/22/2021,14928.50,418128,14836.75,14982.75,14826.75
07/21/2021,14827.75,397920,14729.75,14839.50,14668.25
07/20/2021,14722.75,521751,14593.75,14782.50,14516.75
07/19/2021,14540.75,708318,14675.00,14682.50,14445.00
07/16/2021,14670.50,532340,14778.50,14869.50,14656.00
07/15/2021,14787.50,622042,14895.00,14962.75,14708.25
07/14/2021,14891.75,495873,14869.75,14996.00,14841.25
07/13/2021,14865.00,503037,14880.00,14994.75,14794.50
07/12/2021,14869.25,357891,14824.00,14888.50,14785.00
07/09/2021,14810.50,418533,14710.25,14832.00,14640.75
07/08/2021,14712.25,627402,14812.00,14822.00,14540.50
07/07/2021,14802.25,467950,14764.50,14883.75,14726.25
07/06/2021,14775.50,547732,14694.75,14790.00,14625.25
07/02/2021,14713.75,384658,14543.75,14729.00,14513.25
07/01/2021,14548.50,431519,14558.50,14606.25,14471.00
06/30/2021,14549.00,378613,14584.75,14598.50,14518.25
06/29/2021,14563.00,355364,14504.50,14584.75,14468.75
06/28/2021,14512.50,370671,14350.00,14519.75,14333.25
06/25/2021,14339.00,375580,14365.75,14394.25,14313.25
06/24/2021,14354.25,405651,14275.25,14422.00,14270.00
06/23/2021,14263.00,360338,14274.00,14315.75,14231.75
06/22/2021,14258.25,416675,14136.75,14279.25,14066.50
06/21/2021,14130.00,497804,14022.75,14144.00,13958.50
06/18/2021,14035.00,563285,14180.00,14204.75,14010.00
06/17/2021,14156.25,655171,13941.00,14199.00,13841.75
06/16/2021,13981.25,119032,14046.75,14103.75,13840.00
06/15/2021,14030.25,169605,14119.50,14163.00,14009.25
06/14/2021,14124.75,225604,13999.00,14133.50,13965.25
06/11/2021,13994.25,254883,13975.50,13997.75,13932.25
06/10/2021,13959.75,489493,13817.00,13976.50,13726.00
06/09/2021,13814.25,375099,13813.00,13904.25,13803.50
06/08/2021,13811.50,478842,13823.00,13917.25,13741.75
06/07/2021,13804.25,388248,13773.25,13824.00,13691.50
06/04/2021,13766.75,436900,13531.75,13783.75,13467.75
06/03/2021,13529.25,547561,13679.50,13707.75,13462.25
06/02/2021,13673.75,369984,13686.50,13706.00,13603.25
06/01/2021,13648.75,444512,13660.50,13773.00,13592.25
05/28/2021,13686.50,362406,13690.25,13699.50,13682.00
05/27/2021,13665.50,386050,13702.50,13720.75,13620.25
05/26/2021,13700.25,338850,13695.75,13709.25,13677.75
05/25/2021,13656.25,433185,13629.50,13671.25,13628.00
05/24/2021,13635.25,361125,13383.25,13686.00,13356.50
05/21/2021,13405.00,448020,13492.50,13570.00,13395.75
05/20/2021,13486.50,459948,13220.50,13522.75,13150.75
05/19/2021,13233.50,660245,13182.00,13243.00,12954.25
05/18/2021,13212.00,434611,13308.50,13432.25,13178.50
05/17/2021,13303.50,480189,13380.25,13448.50,13182.75
05/14/2021,13387.00,465004,13095.00,13426.25,13071.00
05/13/2021,13100.25,717138,13146.00,13146.50,13066.00
05/12/2021,12998.50,748223,13052.75,13072.50,12959.75
05/11/2021,13346.00,782781,13336.25,13356.50,13310.00
05/10/2021,13356.75,592645,13386.50,13414.00,13305.50
05/07/2021,13709.75,540441,13614.50,13743.25,13702.25
05/06/2021,13597.75,562738,13537.25,13611.50,13466.25
05/05/2021,13491.00,515413,13525.75,13509.50,13476.00
05/04/2021,13536.00,644872,13785.00,13552.75,13422.50
05/03/2021,13790.00,469107,13880.25,13819.25,13774.00
04/30/2021,13850.00,548009,13948.25,13956.75,13825.00
04/29/2021,13953.50,588412,13973.50,13978.25,13937.50
04/28/2021,13892.25,497714,13955.50,13993.50,13878.00
04/27/2021,13953.00,406798,14024.75,14050.00,13912.50
04/26/2021,14011.50,396257,13919.75,14039.25,13993.00
04/23/2021,13927.00,440081,13757.00,13981.00,13737.00
04/22/2021,13750.25,615771,13896.50,13928.00,13701.75
04/21/2021,13919.25,500195,13740.00,13926.50,13700.50
04/20/2021,13794.25,603417,13900.00,13933.75,13719.25
04/19/2021,13897.25,608734,13989.00,14052.25,13821.00
04/16/2021,14029.50,490003,14002.00,14059.50,13952.75
04/15/2021,14014.00,514989,13827.00,14034.25,13980.25
04/14/2021,13798.75,656774,13977.75,13833.00,13772.75
04/13/2021,13975.75,484236,13825.00,13994.00,13772.75
04/12/2021,13808.75,448895,13817.75,13832.25,13732.00
04/09/2021,13829.50,487245,13786.50,13841.75,13648.25
04/08/2021,13747.75,430287,13620.75,13789.75,13615.50
04/07/2021,13604.75,428006,13580.50,13641.00,13560.75
04/06/2021,13570.00,451858,13603.75,13603.75,13545.25
04/05/2021,13585.50,349328,13339.00,13615.00,13304.25
04/01/2021,13316.00,422777,13094.50,13332.50,13090.25
03/31/2021,13089.75,470371,12894.75,13158.00,12858.25
03/30/2021,12878.25,509102,12975.00,12984.00,12776.50
03/29/2021,12944.50,568651,12975.75,13003.00,12807.50
03/26/2021,12966.75,614005,12799.75,12988.50,12676.25
03/25/2021,12770.50,737986,12803.00,12821.50,12655.00
03/24/2021,12794.00,621481,13050.25,13145.25,12784.00
03/23/2021,13006.25,596565,13069.00,13039.00,12979.00
03/22/2021,13071.75,467497,12807.00,13157.00,12788.50
03/19/2021,12844.50,632174,12793.50,12898.25,12681.75
03/18/2021,12779.75,704214,13187.00,13267.00,12762.00
03/17/2021,13189.00,651508,13159.50,13271.00,12934.25
03/16/2021,13151.50,233618,13084.75,13298.00,13056.50
03/15/2021,13078.50,291922,12950.00,13099.00,12872.00
03/12/2021,12933.50,460840,13055.00,13095.00,12768.25
03/11/2021,13048.25,516883,12795.25,13119.25,12724.25
03/10/2021,12749.25,710350,12812.00,12993.25,12703.00
03/09/2021,12788.75,632259,12345.75,12867.50,12326.00
03/08/2021,12297.25,738552,12715.00,12761.25,12281.75
03/05/2021,12663.75,1007098,12435.00,12697.75,12207.25
03/04/2021,12455.00,1044233,12682.00,12663.25,12306.50
03/03/2021,12681.75,743639,13061.25,13192.00,12663.25
03/02/2021,13055.25,558258,13312.25,13328.25,13048.25
03/01/2021,13279.75,506571,12957.50,13318.00,12946.25
02/26/2021,12911.00,828330,12802.50,12954.50,12856.50
02/25/2021,12831.75,875088,13304.75,13020.00,12764.00
02/24/2021,13302.00,657117,13170.75,13334.00,13208.25
02/23/2021,13192.00,850790,13227.00,13335.75,12757.25
02/22/2021,13224.25,634037,13585.00,13446.00,13215.00
02/19/2021,13576.00,523397,13638.25,13610.50,13552.50
02/18/2021,13633.00,563784,13699.50,13669.50,13590.50
02/17/2021,13699.75,574536,13758.25,13710.50,13543.00
02/16/2021,13767.75,596975,13767.00,13782.50,13745.50
02/12/2021,13804.75,389143,13711.25,13820.75,13768.75
02/11/2021,13729.00,491889,13662.00,13743.75,13612.50
02/10/2021,13643.50,548905,13698.00,13769.25,13516.75
02/09/2021,13680.25,364360,13683.50,13735.25,13634.00
02/08/2021,13683.00,390777,13623.75,13693.00,13596.00
02/05/2021,13603.50,426292,13560.00,13638.50,13519.50
02/04/2021,13547.50,405581,13429.50,13568.75,13345.25
02/03/2021,13394.25,494411,13506.00,13584.50,13386.75
02/02/2021,13449.00,483877,13232.50,13509.75,13230.50
02/01/2021,13236.50,543432,12849.00,13271.50,12727.25
01/29/2021,12911.25,729058,13156.00,12944.75,12863.50
01/28/2021,13186.00,616117,13052.50,13318.75,13123.00
01/27/2021,13105.50,777564,13551.00,13158.50,12884.75
01/26/2021,13552.25,496653,13459.75,13599.75,13380.25
01/25/2021,13475.50,658421,13370.00,13554.50,13189.00
01/22/2021,13361.50,404023,13394.00,13402.25,13300.25
01/21/2021,13395.50,418687,13288.50,13423.50,13315.75
01/20/2021,13294.25,431065,13030.00,13327.00,13242.00
01/19/2021,12985.50,478030,12774.25,13032.75,12727.00
01/15/2021,12802.25,532713,12909.00,12931.25,12743.50
01/14/2021,12901.00,413126,12975.50,12966.00,12881.00
01/13/2021,12972.25,411300,12882.50,13003.00,12957.75
01/12/2021,12890.25,457353,12910.75,12912.00,12767.25
01/11/2021,12897.00,448189,13093.25,13085.25,12871.75
01/08/2021,13097.25,503019,12927.00,13125.00,12919.00
01/07/2021,12928.00,431154,12658.50,12959.00,12646.50
01/06/2021,12616.75,744102,12800.25,12844.25,12491.25
01/05/2021,12793.50,479214,12682.75,12809.00,12612.00
01/04/2021,12685.50,644564,12889.00,12959.75,12522.50
12/31/2020,12885.50,277076,12840.00,12896.00,12796.50
12/30/2020,12841.50,331658,12860.75,12909.75,12820.50
12/29/2020,12841.00,391072,12845.25,12918.25,12808.25
12/28/2020,12832.75,341802,12676.25,12855.50,12655.25
12/24/2020,12704.50,171576,12660.75,12724.00,12631.50
12/23/2020,12651.25,354541,12704.75,12738.75,12623.50
12/22/2020,12710.00,454633,12698.25,12760.00,12593.50
12/21/2020,12683.50,596035,12760.00,12782.50,12461.00
12/18/2020,12712.50,455587,12747.50,12789.75,12610.00
12/17/2020,12751.00,387759,12681.25,12766.75,12672.00
12/16/2020,12665.25,149534,12599.50,12699.75,12567.75
12/15/2020,12591.75,220671,12460.50,12604.75,12417.00
12/14/2020,12456.50,289617,12405.50,12545.00,12445.00
12/11/2020,12368.00,357201,12391.00,12379.75,12330.00
12/10/2020,12402.00,527015,12342.75,12449.00,12218.25
12/09/2020,12367.00,621556,12657.25,12675.00,12306.75
12/08/2020,12637.50,359918,12574.00,12652.50,12502.00
12/07/2020,12596.00,320894,12598.25,12602.75,12547.00
12/04/2020,12526.00,316807,12487.00,12535.75,12448.50
12/03/2020,12462.25,371769,12472.00,12540.25,12444.00
12/02/2020,12454.25,398600,12456.25,12473.50,12312.50
12/01/2020,12452.25,460966,12336.00,12512.25,12312.00
11/30/2020,12277.00,490080,12286.50,12337.25,12086.00
11/27/2020,12257.50,292745,12168.25,12307.50,12127.00
11/25/2020,12152.25,383052,12098.50,12177.75,12077.50
11/24/2020,12076.00,396613,11909.75,12104.50,12034.25
11/23/2020,11905.25,423009,11894.00,11922.75,11887.00
11/20/2020,11905.75,355611,11960.00,11998.75,11873.50
11/19/2020,11987.25,419169,11876.00,12000.00,11804.50
11/18/2020,11897.00,469311,11972.00,12027.50,11861.50
11/17/2020,11975.00,396337,12061.25,12096.25,11953.75
11/16/2020,12005.00,468184,11957.25,12065.00,11851.75
11/13/2020,11933.50,443231,11857.00,11952.75,11801.75
11/12/2020,11820.00,551079,11898.50,11975.75,11775.75
11/11/2020,11886.00,538373,11632.25,11917.75,11575.25
11/10/2020,11618.25,819551,11863.50,11662.25,11585.00
11/09/2020,11820.50,712791,12139.25,12408.75,11812.25
11/06/2020,12075.00,546961,12088.50,12109.00,11868.25
11/05/2020,12076.50,569288,11830.00,12109.75,12020.00
11/04/2020,11763.00,822280,11764.25,11843.75,11727.50
11/03/2020,11265.75,504271,11074.75,11327.50,11213.75
11/02/2020,11063.25,599088,11034.50,11212.00,10942.25
10/30/2020,11046.25,792955,11213.25,11281.25,10944.50
10/29/2020,11342.75,601017,11180.50,11457.75,11145.00
10/28/2020,11132.75,742417,11558.50,11274.00,11123.75
10/27/2020,11588.00,548923,11499.50,11623.00,11478.25
10/26/2020,11492.25,668747,11634.00,11695.50,11343.25
10/23/2020,11663.50,496279,11669.25,11691.75,11551.00
